subject,session,global_sent_idx,local_sent_idx,word_idx,word_count,FFD,GD,GPT,TRT,nFix,reg,surprisal,word,word_clean,word_length,word_position,word_pos_norm,log_freq
ZAB,1,5,5,3,16,,,,,0,0,5.80197231297754,case,case,4.0,3.0,0.14285714285714285,5.55
ZAB,1,5,5,4,16,,,,,0,0,12.748127315949656,while,while,5.0,4.0,0.19047619047619047,5.86
ZAB,1,5,5,5,16,270.0,270.0,270.0,270.0,1,0,9.888442449100287,failing,failing,7.0,5.0,0.23809523809523808,4.3
ZAB,1,5,5,6,16,184.0,372.0,372.0,372.0,2,0,0.24619636788698288,to,to,2.0,6.0,0.2857142857142857,7.43
ZAB,1,5,5,7,16,182.0,182.0,182.0,182.0,1,0,4.601193916202332,provide,provide,7.0,7.0,0.3333333333333333,5.15
ZAB,1,5,5,8,16,168.0,168.0,168.0,168.0,1,0,2.2319292731085216,a,a,1.0,8.0,0.38095238095238093,7.36
ZAB,1,5,5,9,16,,,,,0,0,8.027284725576765,reason,reason,6.0,9.0,0.42857142857142855,5.32
ZAB,1,5,5,10,16,194.0,340.0,340.0,340.0,2,0,1.2106140845780515,for,for,3.0,10.0,0.47619047619047616,7.01
ZAB,1,5,5,11,16,356.0,472.0,472.0,472.0,2,0,10.76281875642129,us,us,2.0,11.0,0.5238095238095238,6.04
ZAB,1,5,5,12,16,,,,,0,0,0.2083082029409417,to,to,2.0,12.0,0.5714285714285714,7.43
ZAB,1,5,5,13,16,,,,,0,0,7.912222828704719,care,care,4.0,13.0,0.6190476190476191,5.56
ZAB,1,5,5,14,16,608.0,608.0,608.0,608.0,1,0,12.075717802773488,beyond,beyond,6.0,14.0,0.6666666666666666,4.98
ZAB,1,5,5,15,16,256.0,440.0,440.0,440.0,2,0,1.9900767785235376,the,the,3.0,15.0,0.7142857142857143,7.73
ZAB,1,6,6,0,19,204.0,204.0,204.0,204.0,1,1,14.24333760324488,Beautifully,beautifully,11.0,0.0,0.0,3.92
ZAB,1,6,6,1,19,,,,,0,0,6.658025072727666,"crafted,",crafted,7.0,1.0,0.047619047619047616,3.65
ZAB,1,6,6,2,19,146.0,320.0,320.0,320.0,2,0,12.28412637908904,engaging,engaging,8.0,2.0,0.09523809523809523,4.13
ZAB,1,6,6,3,19,200.0,302.0,302.0,302.0,2,0,14.04361621458971,filmmaking,filmmaking,10.0,3.0,0.14285714285714285,3.23
ZAB,1,6,6,4,19,80.0,80.0,80.0,80.0,1,0,3.2514396757008375,that,that,4.0,4.0,0.19047619047619047,7.01
ZAB,1,6,6,5,19,18.0,18.0,18.0,18.0,1,0,9.470614726412714,should,should,6.0,5.0,0.23809523809523808,5.99
ZAB,1,6,6,6,19,,,,,0,0,8.047527771513922,attract,attract,7.0,6.0,0.2857142857142857,4.2
ZAB,1,6,6,7,19,,,,,0,0,14.648930480150073,upscale,upscale,7.0,7.0,0.3333333333333333,3.29
ZAB,1,6,6,8,19,168.0,168.0,168.0,168.0,1,0,1.8141459219448715,audiences,audiences,9.0,8.0,0.38095238095238093,4.02
ZAB,1,6,6,9,19,,,,,0,0,10.91639376019695,hungry,hungry,6.0,9.0,0.42857142857142855,4.45
ZAB,1,6,6,10,19,562.0,562.0,562.0,562.0,1,0,0.15071741529133384,for,for,3.0,10.0,0.47619047619047616,7.01
ZAB,1,6,6,11,19,,,,,0,0,5.6721205960618954,quality,quality,7.0,11.0,0.5238095238095238,5.11
ZAB,1,6,6,12,19,,,,,0,0,3.9851833616542085,and,and,3.0,12.0,0.5714285714285714,7.41
ZAB,1,6,6,13,19,,,,,0,0,6.354919925141987,a,a,1.0,13.0,0.6190476190476191,7.36
ZAB,1,6,6,14,19,,,,,0,0,15.367164426683335,"nostalgic,",nostalgic,9.0,14.0,0.6666666666666666,3.45
ZAB,1,6,6,15,19,,,,,0,0,12.431630782250208,twisty,twisty,6.0,15.0,0.7142857142857143,2.73
ZAB,1,6,6,16,19,,,,,0,0,11.875081466415729,yarn,yarn,4.0,16.0,0.7619047619047619,3.6
ZAB,1,6,6,17,19,164.0,164.0,1818.0,164.0,1,0,3.347672567991122,that,that,4.0,17.0,0.8095238095238095,7.01
ZAB,1,6,6,18,19,,,,,0,0,3.566514299838615,will,will,4.0,18.0,0.8571428571428571,6.45
ZAB,1,7,7,0,11,262.0,320.0,320.0,320.0,2,0,17.15508196247572,"Bread,",bread,5.0,0.0,0.0,4.5
ZAB,1,7,7,1,11,248.0,248.0,248.0,248.0,1,0,12.715923908540896,My,my,2.0,1.0,0.06666666666666667,6.57
ZAB,1,7,7,2,11,294.0,294.0,294.0,294.0,1,0,6.4989973590064,Sweet,sweet,5.0,2.0,0.13333333333333333,4.91
ZAB,1,7,7,3,11,,,,,0,0,14.53665607808321,has,has,3.0,3.0,0.2,6.37
ZAB,1,7,7,4,11,,,,,0,0,9.842421267590607,so,so,2.0,4.0,0.26666666666666666,6.52
ZAB,1,7,7,5,11,206.0,206.0,206.0,206.0,1,0,0.6155231127199156,many,many,4.0,5.0,0.3333333333333333,5.91
ZAB,1,7,7,6,11,168.0,168.0,168.0,168.0,1,0,9.193060869283073,flaws,flaws,5.0,6.0,0.4,3.85
ZAB,1,7,7,7,11,282.0,388.0,388.0,388.0,2,1,7.132996954869471,it,it,2.0,7.0,0.4666666666666667,6.95
ZAB,1,7,7,8,11,148.0,148.0,536.0,148.0,1,0,5.960402043021755,would,would,5.0,8.0,0.5333333333333333,6.27
ZAB,1,7,7,9,11,296.0,296.0,296.0,296.0,1,0,0.8942941340653764,be,be,2.0,9.0,0.6,6.79
ZAB,1,7,7,10,11,230.0,230.0,230.0,230.0,1,0,4.12251116440286,easy,easy,4.0,10.0,0.6666666666666666,5.29
ZAB,1,8,8,0,28,,,,,0,0,4.335285348327913,"Slow,",slow,4.0,0.0,0.0,4.85
ZAB,1,8,8,1,28,326.0,326.0,326.0,592.0,2,1,14.023556158193072,silly,silly,5.0,1.0,0.25,4.39
ZAB,1,8,8,2,28,128.0,128.0,768.0,502.0,2,0,4.743482042567169,and,and,3.0,2.0,0.5,7.41
ZAB,1,8,8,3,28,188.0,188.0,188.0,188.0,1,0,12.755650525028999,unintentionally,unintentionally,15.0,3.0,0.75,3.21
ZAB,1,8,8,4,28,,,,,0,0,4.222375728340088,hilarious.,hilarious,9.0,4.0,1.0,4.27
ZAB,1,8,8,5,28,122.0,122.0,122.0,122.0,1,0,,,,,,,
ZAB,1,8,8,6,28,,,,,0,0,,,,,,,
ZAB,1,8,8,7,28,,,,,0,0,,,,,,,
ZAB,1,8,8,8,28,130.0,130.0,130.0,130.0,1,0,,,,,,,
ZAB,1,8,8,9,28,,,,,0,0,,,,,,,
ZAB,1,8,8,10,28,278.0,278.0,278.0,278.0,1,0,,,,,,,
ZAB,1,8,8,11,28,136.0,136.0,136.0,136.0,1,0,,,,,,,
ZAB,1,8,8,12,28,236.0,236.0,236.0,236.0,1,0,,,,,,,
ZAB,1,8,8,13,28,,,,,0,0,,,,,,,
ZAB,1,8,8,14,28,206.0,206.0,206.0,206.0,1,0,,,,,,,
ZAB,1,8,8,15,28,162.0,162.0,162.0,162.0,1,0,,,,,,,
ZAB,1,8,8,16,28,,,,,0,0,,,,,,,
ZAB,1,8,8,17,28,,,,,0,0,,,,,,,
ZAB,1,8,8,18,28,262.0,262.0,262.0,262.0,1,0,,,,,,,
ZAB,1,8,8,19,28,148.0,148.0,148.0,148.0,1,0,,,,,,,
ZAB,1,8,8,20,28,,,,,0,0,,,,,,,
ZAB,1,8,8,21,28,,,,,0,0,,,,,,,
ZAB,1,8,8,22,28,,,,,0,0,,,,,,,
ZAB,1,8,8,23,28,,,,,0,0,,,,,,,
ZAB,1,8,8,24,28,310.0,310.0,310.0,310.0,1,0,,,,,,,
ZAB,1,8,8,25,28,,,,,0,0,,,,,,,
ZAB,1,8,8,26,28,168.0,168.0,168.0,168.0,1,0,,,,,,,
ZAB,1,8,8,27,28,,,,,0,0,,,,,,,
ZAB,1,9,9,0,21,154.0,154.0,154.0,346.0,2,1,,Ultimately,ultimately,10.0,0.0,0.0,4.57
ZAB,1,9,9,1,21,56.0,56.0,692.0,538.0,3,0,13.986544115866188,feels,feels,5.0,1.0,0.08333333333333333,4.9
ZAB,1,9,9,2,21,230.0,392.0,392.0,392.0,2,0,68.66691657416041,emp11111ty,emp11111ty,10.0,2.0,0.16666666666666666,0.0
ZAB,1,9,9,3,21,,,,,0,0,4.6066013947107605,and,and,3.0,3.0,0.25,7.41
ZAB,1,9,9,4,21,236.0,236.0,236.0,236.0,1,0,15.99898448641202,"unsatisfying,",unsatisfying,12.0,4.0,0.3333333333333333,2.57
ZAB,1,9,9,5,21,112.0,112.0,112.0,112.0,1,0,6.094548510694747,like,like,4.0,5.0,0.4166666666666667,6.41
ZAB,1,9,9,6,21,206.0,206.0,206.0,894.0,3,1,14.131580524991813,swallowing,swallowing,10.0,6.0,0.5,3.36
ZAB,1,9,9,7,21,172.0,172.0,946.0,258.0,2,0,1.7539511342296341,a,a,1.0,7.0,0.5833333333333334,7.36
ZAB,1,9,9,8,21,,,,,0,0,21.823031632541056,Communion,communion,9.0,8.0,0.6666666666666666,3.6
ZAB,1,9,9,9,21,404.0,404.0,404.0,404.0,1,0,14.077419060651494,wafer,wafer,5.0,9.0,0.75,3.13
ZAB,1,9,9,10,21,158.0,158.0,158.0,636.0,4,1,6.777896808396392,without,without,7.0,10.0,0.8333333333333334,5.69
ZAB,1,9,9,11,21,206.0,206.0,876.0,206.0,1,0,5.183043900774877,the,the,3.0,11.0,0.9166666666666666,7.73
ZAB,1,9,9,12,21,156.0,156.0,156.0,156.0,1,0,10.001053249232237,wine.,wine,4.0,12.0,1.0,4.74
ZAB,1,9,9,13,21,,,,,0,0,,,,,,,
ZAB,1,9,9,14,21,,,,,0,0,,,,,,,
ZAB,1,9,9,15,21,,,,,0,0,,,,,,,
ZAB,1,9,9,16,21,,,,,0,0,,,,,,,
ZAB,1,9,9,17,21,,,,,0,0,,,,,,,
ZAB,1,9,9,18,21,,,,,0,0,,,,,,,
ZAB,1,9,9,19,21,,,,,0,0,,,,,,,
ZAB,1,9,9,20,21,,,,,0,0,,,,,,,
ZAB,1,10,10,0,18,128.0,128.0,128.0,128.0,1,1,14.68221806618987,Exudes,exudes,6.0,0.0,0.0,2.61
ZAB,1,10,10,1,18,,,,,0,0,3.567252449376118,the,the,3.0,1.0,0.06666666666666667,7.73
ZAB,1,10,10,2,18,210.0,210.0,210.0,210.0,1,0,19.034032667092205,fizz,fizz,4.0,2.0,0.13333333333333333,2.98
ZAB,1,10,10,3,18,,,,,0,0,2.5634922179498183,of,of,2.0,3.0,0.2,7.4
ZAB,1,10,10,4,18,168.0,286.0,286.0,286.0,2,0,3.246493454662023,a,a,1.0,4.0,0.26666666666666666,7.36
ZAB,1,10,10,5,18,,,,,0,0,20.728375130480742,Busby,busby,5.0,5.0,0.3333333333333333,2.68
ZAB,1,10,10,6,18,348.0,348.0,348.0,348.0,1,0,14.189758816125684,Berkeley,berkeley,8.0,6.0,0.4,3.93
ZAB,1,10,10,7,18,,,,,0,0,12.227229014738795,musical,musical,7.0,7.0,0.4666666666666667,4.51
ZAB,1,10,10,8,18,,,,,0,0,5.400391791316976,and,and,3.0,8.0,0.5333333333333333,7.41
ZAB,1,10,10,9,18,130.0,130.0,130.0,130.0,1,0,4.352554126301047,the,the,3.0,9.0,0.6,7.73
ZAB,1,10,10,10,18,,,,,0,0,11.730166133076311,visceral,visceral,8.0,10.0,0.6666666666666666,3.26
ZAB,1,10,10,11,18,90.0,482.0,482.0,482.0,3,0,7.7021811051365745,excitement,excitement,10.0,11.0,0.7333333333333333,4.19
ZAB,1,10,10,12,18,48.0,48.0,2032.0,448.0,2,0,0.44818046778606013,of,of,2.0,12.0,0.8,7.4
ZAB,1,10,10,13,18,150.0,150.0,150.0,150.0,1,0,1.3695006865342845,a,a,1.0,13.0,0.8666666666666667,7.36
ZAB,1,10,10,14,18,252.0,252.0,252.0,252.0,1,0,11.269603473371745,sports,sports,6.0,14.0,0.9333333333333333,4.94
ZAB,1,10,10,15,18,194.0,194.0,194.0,194.0,1,0,13.549566202178896,extravaganza.,extravaganza,12.0,15.0,1.0,2.95
ZAB,1,10,10,16,18,156.0,156.0,156.0,410.0,2,1,,,,,,,
ZAB,1,10,10,17,18,252.0,252.0,506.0,252.0,1,0,,,,,,,
ZAB,1,11,11,0,7,180.0,180.0,180.0,576.0,3,1,,The,the,3.0,0.0,0.0,7.73
ZAB,1,11,11,1,7,,,,,0,0,11.82786053393363,film,film,4.0,1.0,0.05555555555555555,5.2
ZAB,1,11,11,2,7,124.0,124.0,124.0,310.0,2,0,18.168381835069237,rehashes,rehashes,8.0,2.0,0.1111111111111111,1.64
ZAB,1,11,11,3,7,176.0,176.0,176.0,382.0,2,0,6.728383691143593,several,several,7.0,3.0,0.16666666666666666,5.39
ZAB,1,11,11,4,7,132.0,132.0,132.0,132.0,1,0,7.026229437283236,old,old,3.0,4.0,0.2222222222222222,5.75
ZAB,1,11,11,5,7,366.0,366.0,1362.0,574.0,2,0,7.110635082673685,themes,themes,6.0,5.0,0.2777777777777778,4.19
ZAB,1,11,11,6,7,,,,,0,0,3.130911826219069,and,and,3.0,6.0,0.3333333333333333,7.41
ZAB,1,12,12,0,7,116.0,116.0,116.0,116.0,1,1,,Ryan,ryan,4.0,0.0,0.0,4.59
ZAB,1,12,12,1,7,104.0,104.0,366.0,250.0,2,0,17.061396133244717,Gosling,gosling,7.0,1.0,0.1,3.03
ZAB,1,12,12,2,7,,,,,0,0,13.923055344438975,"is,",is,2.0,2.0,0.2,7.07
ZAB,1,12,12,3,7,132.0,360.0,360.0,360.0,2,0,3.346139858606633,in,in,2.0,3.0,0.3,7.27
ZAB,1,12,12,4,7,148.0,282.0,282.0,282.0,2,0,3.7374368496415054,a,a,1.0,4.0,0.4,7.36
ZAB,1,12,12,5,7,,,,,0,0,3.6853736327607485,"word,",word,4.0,5.0,0.5,5.26
ZAB,1,12,12,6,7,160.0,254.0,254.0,254.0,2,0,7.634366970040162,brilliant,brilliant,9.0,6.0,0.6,4.55
ZAB,1,13,13,0,23,,,,,0,0,,If,if,2.0,0.0,0.0,6.47
ZAB,1,13,13,1,23,192.0,446.0,446.0,446.0,2,1,23.197912194368307,Deuces,deuces,6.0,1.0,0.037037037037037035,2.39
ZAB,1,13,13,2,23,92.0,92.0,92.0,92.0,1,0,14.153312252754837,Wild,wild,4.0,2.0,0.07407407407407407,4.8
ZAB,1,13,13,3,23,,,,,0,0,11.287742139592943,had,had,3.0,3.0,0.1111111111111111,6.33
ZAB,1,13,13,4,23,320.0,320.0,320.0,320.0,1,0,3.6788083079276754,been,been,4.0,4.0,0.14814814814814814,6.27
ZAB,1,13,13,5,23,172.0,842.0,842.0,842.0,3,0,14.023184675667208,tweaked,tweaked,7.0,5.0,0.18518518518518517,3.08
ZAB,1,13,13,6,23,182.0,182.0,182.0,486.0,2,1,7.220634498234935,up,up,2.0,6.0,0.2222222222222222,6.39
ZAB,1,13,13,7,23,112.0,112.0,112.0,112.0,1,0,2.89664875403401,a,a,1.0,7.0,0.25925925925925924,7.36
ZAB,1,13,13,8,23,174.0,174.0,174.0,174.0,1,0,4.669132222772667,notch,notch,5.0,8.0,0.2962962962962963,3.78
ZAB,1,13,13,9,23,142.0,634.0,2334.0,1314.0,5,0,7.106338268124529,it,it,2.0,9.0,0.3333333333333333,6.95
ZAB,1,13,13,10,23,,,,,0,0,1.7401522782203074,would,would,5.0,10.0,0.37037037037037035,6.27
ZAB,1,13,13,11,23,152.0,152.0,152.0,152.0,1,0,0.7945539135847212,have,have,4.0,11.0,0.4074074074074074,6.71
ZAB,1,13,13,12,23,,,,,0,0,7.09372299671844,become,become,6.0,12.0,0.4444444444444444,5.4
ZAB,1,13,13,13,23,152.0,152.0,152.0,152.0,1,0,1.8521233028910475,a,a,1.0,13.0,0.48148148148148145,7.36
ZAB,1,13,13,14,23,,,,,0,0,13.771490129921299,camp,camp,4.0,14.0,0.5185185185185185,4.79
ZAB,1,13,13,15,23,184.0,184.0,1908.0,334.0,2,0,15.759410074020364,"adventure,",adventure,9.0,15.0,0.5555555555555556,4.46
ZAB,1,13,13,16,23,168.0,168.0,168.0,168.0,1,0,6.158640253295884,one,one,3.0,16.0,0.5925925925925926,6.47
ZAB,1,13,13,17,23,,,,,0,0,4.152368384488549,of,of,2.0,17.0,0.6296296296296297,7.4
ZAB,1,13,13,18,23,106.0,106.0,106.0,106.0,1,0,3.9022760291180765,those,those,5.0,18.0,0.6666666666666666,5.9
ZAB,1,13,13,19,23,,,,,0,0,8.043503377483733,movies,movies,6.0,19.0,0.7037037037037037,4.79
ZAB,1,13,13,20,23,246.0,246.0,246.0,246.0,1,0,6.800810572918797,that's,that's,6.0,20.0,0.7407407407407407,5.86
ZAB,1,13,13,21,23,,,,,0,0,5.530180218617104,so,so,2.0,21.0,0.7777777777777778,6.52
ZAB,1,13,13,22,23,178.0,178.0,178.0,178.0,1,0,6.268585322339461,bad,bad,3.0,22.0,0.8148148148148148,5.53
ZAB,1,14,14,0,8,218.0,218.0,218.0,218.0,1,0,,The,the,3.0,0.0,0.0,7.73
ZAB,1,14,14,1,8,236.0,236.0,236.0,236.0,1,0,15.047520223512132,film's,film's,6.0,1.0,0.05,3.58
ZAB,1,14,14,2,8,,,,,0,0,29.480360006297914,stagecrafts,stagecrafts,11.0,2.0,0.1,0.0
ZAB,1,14,14,3,8,412.0,412.0,412.0,666.0,2,1,2.3883727755179227,are,are,3.0,3.0,0.15,6.74
ZAB,1,14,14,4,8,118.0,118.0,742.0,488.0,2,0,12.959875107414359,intimate,intimate,8.0,4.0,0.2,4.06
ZAB,1,14,14,5,8,,,,,0,0,1.8079351124742629,and,and,3.0,5.0,0.25,7.41
ZAB,1,14,14,6,8,,,,,0,0,13.056997150009604,therefore,therefore,9.0,6.0,0.3,4.87
ZAB,1,14,14,7,8,156.0,156.0,156.0,156.0,1,0,18.99006564636443,bolder,bolder,6.0,7.0,0.35,2.95
ZAB,1,15,15,0,21,,,,,0,0,12.215682787490469,Frida,frida,5.0,0.0,0.0,2.97
ZAB,1,15,15,1,21,186.0,186.0,186.0,186.0,1,0,5.138966467185249,is,is,2.0,1.0,0.058823529411764705,7.07
ZAB,1,15,15,2,21,182.0,182.0,182.0,182.0,1,0,10.026066405973724,certainly,certainly,9.0,2.0,0.11764705882352941,5.0
ZAB,1,15,15,3,21,102.0,102.0,102.0,408.0,2,1,5.499451390456842,no,no,2.0,3.0,0.17647058823529413,6.35
ZAB,1,15,15,4,21,,,,,0,0,15.062886185436119,"disaster,",disaster,8.0,4.0,0.23529411764705882,4.39
